MovieId,CastId,Character,ActorId,ActorName,Order
256092,2,Agent Walker,61914,Zoe Ventoura,3
256092,3,Chief Inspector Smith,272408,Damien Garvey,4
256092,4,Rossi,1325836,Christopher Morris,5
256092,5,Tessa,1325837,Yesse Spence,6
256092,6,Det Blanchard,1325838,Andrew Buchanan,7
256092,22,Paparazzi Photographer,1338429,Julie Brandt-Richards,8
256092,23,News reporter,1338703,Nyawuda Chuol,9
256092,24,Tabloid Reporter,61912,Sam Cotton,10
256092,25,Reporter,1338704,Caitlin Duff,11
256092,26,Media Personnel,1338705,Lachlan Halliwell,12
256092,27,Neighbour,1338706,Victoria Liu,13
256092,28,Television Reporter,1338707,Avril Maas,14
256092,29,Teenager,1338715,Meg Lucas,15
256092,30,Media Personnel,1338720,Brooke Melling,16
256092,31,Neighbour being questioned by Police,1338741,Mary O'Neill,17
252360,3,Hazen Kaine,10862,Dominic Purcell,0
252360,4,Arabella,1287700,Ralitsa Paskaleva,1
252360,5,Ulrich,105688,Bashar Rahal,2
252360,6,Tybalt,94702,Nikolai Sotirov,3
157834,3,Qohen Leth,27319,Christoph Waltz,0
157834,6,Joby,11207,David Thewlis,1
157834,8,Bainsley,59373,Mélanie Thierry,2
157834,9,Bob,1105079,Lucas Hedges,3
157834,2,Management,1892,Matt Damon,4
157834,4,Doctor 3,17064,Ben Whishaw,5
157834,5,Dr. Shrink-Rom,3063,Tilda Swinton,6
157834,10,Doctor 1,145997,Sanjeev Bhaskar,7
157834,11,Mancom Computerised Lips,1346933,Margarita Doyle,8
157834,12,TV Presenter,36669,Rupert Friend,9
157834,13,Doctor 2,53,Peter Stormare,10
225574,11,Bill Marks,3896,Liam Neeson,0
225574,10,Jen Summers,1231,Julianne Moore,1
225574,9,Jack Hammond,56675,Anson Mount,2
225574,12,Nancy,70904,Michelle Dockery,3
225574,13,Iris Marianne,963117,Bar Paly,4
225574,14,Austin,74541,Corey Stoll,5
225574,15,Tom Bowen,59233,Scoot McNairy,6
225574,16,David McMillan,3900,Linus Roache,7
225574,17,David Norton,17866,Jon Abrahams,8
225574,18,Gwen,1267329,Lupita Nyong'o,9
225574,19,Dr. Fahim Nasir,41309,Omar Metwally,10
225574,20,Kyle Rice,142294,Jason Butler Harner,11
225574,21,Becca,1009160,Quinn McColgan,12
225574,22,Travis Mitchell,1154054,Corey Hawkins,13
225574,23,Zack White,77277,Nate Parker,14
225574,31,Agent Marenick,74242,Shea Whigham,15
225574,32,Charles Wheeler,171886,Frank Deal,16
225574,33,Herve Philbert,1332493,Edoardo Costa,17
225574,34,David Norton,17866,Jon Abrahams,18
225574,35,Emily Norton,1336187,Amanda Quaid,19
225574,36,Older Women,164396,Beth Dixon,20
225574,37,Steward,1310853,Cameron Moir,21
225574,38,NY1 Reporter,1129795,Annika Pergament,22
157353,2,Will,85,Johnny Depp,0
157353,3,Max,6162,Paul Bettany,1
157353,20,Evelyn,15556,Rebecca Hall,2
157353,21,Bree,51072,Kate Mara,3
157353,22,Joseph,192,Morgan Freeman,4
157353,24,Agent Buchanan,2037,Cillian Murphy,5
157353,25,Colonel Stevens,6614,Cole Hauser,6
157353,26,Martin,5365,"Clifton Collins, Jr.",7
157353,27,Bob,118643,Falk Hentschel,8
157353,28,MIT Programmer,1144931,Kristen Rakes,9
157353,81,Joel Edmund,74302,Cory Hardrict,10
157353,82,Paul,40039,Josh Stewart,11
157353,83,Roger,53969,Luce Rains,12
157353,84,Heng,216782,Fernando Chien,13
157353,85,Chiu,1357076,Steven Liu,14
157353,86,Dr. Thomas Casey,3982,Xander Berkeley,15
157353,87,James Thomas,526,Lukas Haas,16
157353,88,Dr. Strauss,17421,Wallace Langham,17
172385,5,Blu (voice),44735,Jesse Eisenberg,0
172385,2,Jewel (voice),1813,Anne Hathaway,1
172385,3,Linda (voice),41087,Leslie Mann,2
172385,4,Nico (voice),134,Jamie Foxx,3
172385,12,Eduardo (voice),1271,Andy García,4
172385,16,Roberto (voice),969218,Bruno Mars,5
172385,6,Nigel (voice),55936,Jemaine Clement,6
172385,7,Tulio (voice),17289,Rodrigo Santoro,7
172385,8,Fernando (voice),60255,Jake T. Austin,8
172385,9,Bia (voice),561869,Amandla Stenberg,9
172385,13,Tiago (voice),992427,Pierce Gagnon,10
172385,15,Aunt Mimi (voice),13299,Rita Moreno,11
172385,21,Gabi (voice),52775,Kristin Chenoweth,12
172385,22,Luiz (voice),56903,Tracy Morgan,13
172385,23,Pedro (voice),82092,Will.i.am,14
172385,24,Rafael (voice),41798,George Lopez,15
172385,25,Carla (voice),1335646,Rachel Crow,16
172385,26,Eva (voice),1335647,Bebel Gilberto,17
87421,1,Riddick,12835,Vin Diesel,0
87421,2,Lord Vaako,1372,Karl Urban,1
87421,3,Dahl,51798,Katee Sackhoff,2
87421,4,Santana,31384,Jordi Mollà,3
87421,5,Moss,71913,Bokeem Woodbine,4
87421,7,Luna,82819,Nolan Gerard Funk,5
87421,15,Nunez,172915,Noah Danby,6
87421,16,Rubio,105496,Neil Napier,7
87421,17,Santana's Prisoner,1151352,Keri Hilson,8
87421,18,Diaz,543530,Dave Bautista,9
87421,19,Boss Johns,123879,Matthew Nable,10
87421,32,Krone,102852,Andreas Apergis,11
110415,4,Curtis,16828,Chris Evans,0
110415,39,Namgong Minsu,20738,Song Kang-ho,1
110415,5,Edgar,478,Jamie Bell,2
110415,6,Gilliam,5049,John Hurt,3
110415,7,Mason,3063,Tilda Swinton,4
110415,8,schoolteacher,17486,Alison Pill,5
110415,9,Tanya,6944,Octavia Spencer,6
110415,10,Andrew,1125,Ewen Bremner,7
110415,11,Grey,220232,Luke Pasqualino,8
110415,13,News Reporter,37760,Kenny Doughty,9
110415,15,Painter,171538,Clark Middleton,10
110415,16,Franco The Younger,1049409,Adnan Haskovic,11
110415,17,Egg-head,18818,Tómas Lemarquis,12
110415,18,Soldier One,1025681,Jim Hightower,13
110415,20,Wilford,228,Ed Harris,14
110415,21,Yona,21689,Ko Ah-Sung,15
110415,22,Fuyu,4025,Steve Park,16
110415,38,Franco Elder,39959,Vlad Ivanov,17
97020,7,RoboCop,92404,Joel Kinnaman,0
97020,8,Norton,64,Gary Oldman,1
97020,9,Raymond Sellars,2232,Michael Keaton,2
97020,12,Ellen Murphy,37260,Abbie Cornish,3
97020,13,Maddox,17183,Jackie Earle Haley,4
97020,22,Jack Lewis,39390,Michael K. Williams,5
97020,14,Liz Kline,49971,Jennifer Ehle,6
97020,11,Pope,449,Jay Baruchel,7
97020,15,Karen Dean,17352,Marianne Jean-Baptiste,8
97020,10,Pat Novak,2231,Samuel L. Jackson,9
97020,21,Kim,56457,Aimee Garcia,10
97020,23,Mayor Durant,113526,Douglas Urbanski,11
97020,24,David Murphy,1154244,John Paul Ruttan,12
97020,25,Antoine Vallon,190961,Patrick Garrow,13
97020,28,Andre Daniels,74278,K. C. Collins,14
97020,16,AC Freeman,1096272,WBBrown II,15
101299,4,Katniss Everdeen,72129,Jennifer Lawrence,0
101299,5,Peeta Mellark,27972,Josh Hutcherson,1
101299,15,Finnick Odair,237455,Sam Claflin,2
101299,16,Effie Trinket,9281,Elizabeth Banks,3
101299,17,Gloss,64295,Alan Ritchson,4
101299,18,Johanna Mason,20089,Jena Malone,5
101299,19,Caeser Flickerman,2283,Stanley Tucci,6
101299,20,Primrose Everdeen,530025,Willow Shields,7
101299,21,Haymitch Abernathy,57755,Woody Harrelson,8
101299,22,Plutarch Heavensbee,1233,Philip Seymour Hoffman,9
101299,23,President Snow,55636,Donald Sutherland,10
101299,24,Wiress,99,Amanda Plummer,11
101299,25,Enobaria,165242,Meta Golding,12
101299,26,Cinna,77069,Lenny Kravitz,13
101299,27,Mags,8792,Lynn Cohen,14
101299,28,Claudius Templesmith,13014,Toby Jones,15
101299,29,Cashmere,1086221,Stephanie Leigh Schlund,16
101299,30,Brutus,1086222,Bruno Gunn,17
101299,31,Seeder,80616,Maria Howell,18
101299,32,Chaff,41020,E. Roger Mitchell,19
101299,33,Romulus Thread,117437,Patrick St. Esprit,20
101299,35,Gale Hawthorne,96066,Liam Hemsworth,21
76338,2,Thor,74568,Chris Hemsworth,0
76338,3,Jane Foster,524,Natalie Portman,1
76338,4,Loki,91606,Tom Hiddleston,2
76338,17,Odin,4173,Anthony Hopkins,3
76338,12,Malekith,2040,Christopher Eccleston,4
76338,9,Sif,59817,Jaimie Alexander,5
76338,11,Fandral,69899,Zachary Levi,6
76338,42,Volstagg,56614,Ray Stevenson,7
76338,15,Hogun,13275,Tadanobu Asano,8
76338,7,Heimdall,17605,Idris Elba,9
76338,16,Frigga,14343,Rene Russo,10
76338,10,Dr. Erik Selvig,1640,Stellan Skarsgård,11
76338,13,Algrim / Kurse,31164,Adewale Akinnuoye-Agbaje,12
76338,14,Darcy Lewis,52852,Kat Dennings,13
76338,43,Eir,2506,Alice Krige,14
76338,18,Tyr,19901,Clive Russell,15
76338,19,Himself,7624,Stan Lee,16
76338,27,Richard,40477,Chris O'Dowd,17
76338,29,Bor,2220,Tony Curran,18
76338,30,Nurse,66441,Talulah Riley,19
76338,31,Einherjar Lieutenant,3901,Richard Brake,20
76338,32,Asylum Patient,87115,Richard Wharton,21
76338,33,Captain America,16828,Chris Evans,22
76338,34,Collector's Assistant,82639,Ophelia Lovibond,23
76338,35,Taneleer Tivan / The Collector,1121,Benicio del Toro,24
76338,44,Ian Boothby,1270111,Jonathan Howard,25
91314,6,Cade Yeager,13240,Mark Wahlberg,0
91314,8,Joshua,2283,Stanley Tucci,1
91314,7,Tessa Yeager,61186,Nicola Peltz,2
91314,11,Shane,1007683,Jack Reynor,3
91314,12,Su Yueming,109432,Li Bingbing,4
91314,2,Galvatron (voice),15831,Frank Welker,5
91314,3,Scourge (voice),15860,Miguel Ferrer,6
91314,4,Powerglide (voice),27993,Jeffrey Combs,7
91314,5,Thrust (voice),6576,Mark Rolston,8
91314,10,Darcy,3971,Sophia Myles,9
91314,13,Savoy,39389,Titus Welliver,10
91314,14,Optimus Prime (voice),19540,Peter Cullen,11
91314,15,Hound (voice),1230,John Goodman,12
91314,16,Drift (voice),3899,Ken Watanabe,13
91314,17,Harold Attinger,7090,Kelsey Grammer,14
91314,18,"",937809,Geng Han,15
213927,1,Jake,117525,Beau Mirchoff,1
213927,2,Danny,116295,Brett Davern,2
213927,3,Frank,32029,Bill Sage,3
213927,4,Mrs Dalton,121566,Sharon Lawrence,4
213927,5,Jessica,482289,Nicole Badaan,5
213927,6,Michelle,87431,Tiffany Dupont,6
213927,7,Richard,152705,Steve Bond,7
213927,8,Liam,21246,Corbin Bernsen,8
213927,9,Jimmy,78141,Grant Show,9
241765,2,Detective Klein,12261,Jason Patric,0
241765,3,Lex,51799,Craig Fairbrass,1
241765,4,Schuuster,3085,James Caan,2
241765,5,Margo,21596,Shannon Elizabeth,3
241765,6,Samantha,114602,Melissa Ordway,4
241765,9,Ricky,21798,Johnny Messner,5
241765,10,Girl 1,1128522,Brittney Alger,6
241765,11,Gunman 2,1289977,Greg Sproles,7
241765,13,Marissa,1289978,Chelsea Bruland,9
241765,14,Hassellbring,52284,Mark Oliver,10
241765,15,Detective Kennedy,125332,Tim Fields,11
241765,28,Dr. Holden,1024823,Brian A Miller,12
175112,1,Tinker Bell,52404,Mae Whitman,0
175112,2,Captain Hook (voice),91606,Tom Hiddleston,1
175112,4,Zarina (voice),110014,Christina Hendricks,2
175112,6,Vidia (voice),21063,Pamela Adlon,3
175112,7,Fawn (voice),93842,Angela Bartys,4
175112,8,Dewey (voice),34982,Jeff Bennett,5
175112,9,Oppenheimer,12077,Jim Cummings,6
175112,10,Gliss (voice),15761,Grey DeLisle,7
175112,11,Periwinkle (voice),205307,Lucy Hale,8
175112,12,Rosetta (voice),146748,Megan Hilty,9
145220,15,Dominic,17835,Ricky Gervais,0
145220,16,Jean Pierre Napoleon,15232,Ty Burrell,1
145220,13,Nadya,56323,Tina Fey,2
145220,19,Kermit / Beaker / Statler / Rizzo / Newsman / Foo-Foo (voice),64180,Steve Whitmire,3
145220,21,Miss Piggy / Fozzie Bear / Animal / Sam Eagle (voice),97185,Eric Jacobson,4
145220,22,Gonzo / Dr. Bunsen Honeydew / Zoot / Beauregard / Waldorf (voice),64181,Dave Goelz,5
145220,24,Swedish Chef / Rowlf / Dr. Teeth / Pepe the Prawn / Bobo (voice),64182,Bill Barretta,6
145220,27,Sgt. Floyd Pepper / Camilla / Sweetums / Lew Zealand / Crazy Harry (voice),135467,Matt Vogel,7
145220,18,Walter (voice),360193,Peter Linz,8
145220,31,Great Escapo,91606,Tom Hiddleston,9
145220,32,"",3136,Salma Hayek,10
145220,14,"",11477,Ray Liotta,11
145220,17,The Berliner,997569,Kenneth Collard,12
145220,20,German Lady in the Audience,1147918,Pamela Betsy Cooper,13
145220,23,Joe,1147919,James Pasierbowicz,14
145220,25,Commuter,1147920,Richard Herdman,15
145220,26,Scooter / Janice (voice),192632,David Rudman,16
145220,28,Spanish Train Porter,1138597,Luke Howard,17
145220,29,German Audience Member,1147921,Pete Meads,18
145220,30,Audience Member,1106760,Ricky Rajpal,19
145220,33,"",11160,Danny Trejo,20
145220,34,"",2283,Stanley Tucci,21
145220,35,Prison King,55936,Jemaine Clement,22
57158,3,Bilbo Baggins,7060,Martin Freeman,0
57158,7,Gandalf,1327,Ian McKellen,1
57158,26,Thorin Oakenshield,30315,Richard Armitage,2
57158,35,Balin,25136,Ken Stott,3
57158,36,Dwalin,95047,Graham McTavish,4
57158,33,Bifur,67123,William Kircher,5
57158,37,Bofur,34715,James Nesbitt,6
57158,32,Bombur,1193834,Stephen Hunter,7
57158,21,Fili,152566,Dean O'Gorman,8
57158,34,Kili,207558,Aidan Turner,9
57158,19,Smaug / The Necromancer,71580,Benedict Cumberbatch,10
57158,23,Thranduil,72095,Lee Pace,11
57158,27,Bard the Bowman,114019,Luke Evans,12
57158,24,Tauriel,19034,Evangeline Lilly,13
57158,25,Legolas,114,Orlando Bloom,14
57158,29,Dain Ironfoot,9188,Billy Connolly,15
57158,10,Beorn,52398,Mikael Persbrandt,16
57158,28,Azog,41782,Manu Bennett,17
57158,13,The Master of Laketown,11275,Stephen Fry,18
57158,20,Bain,126667,John Bell,19
57158,11,Radagast,80112,Sylvester McCoy,20
57158,22,Goblin,236696,Terry Notary,21
57158,31,Gloin,1193832,Peter Hambleton,22
57158,50,Galadriel,112,Cate Blanchett,23
57158,51,Laketown Spy,58769,Stephen Colbert,24
57158,52,Nori,173451,Jed Brophy,25
57158,61,Hilda Blanca,15092,Sarah Peirse,26
57158,62,Tilda,1359823,Mary Nesbitt,27
57158,63,Sigrid,1359824,Peggy Nesbitt,28
10195,1,Thor,74568,Chris Hemsworth,0
10195,5,Jane Foster,524,Natalie Portman,1
10195,3,Loki,91606,Tom Hiddleston,2
10195,6,Odin,4173,Anthony Hopkins,3
10195,23,Erik Selvig,1640,Stellan Skarsgård,4
10195,18,Darcy,52852,Kat Dennings,5
10195,26,Agent Coulson,9048,Clark Gregg,6
10195,28,King Laufey,10132,Colm Feore,7
10195,22,Heimdall,17605,Idris Elba,8
10195,25,Volstagg,56614,Ray Stevenson,9
10195,24,Hogun,13275,Tadanobu Asano,10
10195,36,Fandral,77880,Josh Dallas,11
10195,4,Sif,59817,Jaimie Alexander,12
10195,19,Frigga,14343,Rene Russo,13
10195,31,Agent Sitwell,1018947,Maximiliano Hernández,14
10195,37,Frost Giant Captain,12371,Richard Cetrone,15
10195,38,Frost Giant Sentry,125050,Darren Kendrick,16
10195,39,Frost Giant Hailstrum,78150,Joshua Cox,17
10195,32,Agent Jackson,79079,Jamie McShane,18
10195,34,Townie,33045,J. Michael Straczynski,19
10195,35,Stan the Man,7624,Stan Lee,20
10195,30,Nick Fury,2231,Samuel L. Jackson,21
10195,29,Clint Barton / Hawkeye,17604,Jeremy Renner,22
131631,2,Katniss Everdeen,72129,Jennifer Lawrence,0
131631,3,Peeta Mellark,27972,Josh Hutcherson,1
131631,4,Gale Hawthorne,96066,Liam Hemsworth,2
131631,5,Haymitch Abernathy,57755,Woody Harrelson,3
131631,6,Antonius,17343,Robert Knepper,4
131631,7,Finnick Odair,237455,Sam Claflin,5
131631,8,President Alma Coin,1231,Julianne Moore,6
131631,9,Commander Lyme,4888,Lily Rabe,7
131631,10,Messalla,94103,Evan Ross,8
131631,11,Plutarch Heavensbee,1233,Philip Seymour Hoffman,9
131631,12,Pollux,20220,Elden Henson,10
131631,13,Annie Cresta,1085158,Stef Dawson,11
131631,14,Boggs,932967,Mahershalalhashbaz Ali,12
131631,15,Castor,51682,Wes Chatham,13
1930,56,Spider-Man / Peter Parker,37625,Andrew Garfield,0
1930,57,Gwen Stacy,54693,Emma Stone,1
1930,58,The Lizard / Dr. Curt Connors,7026,Rhys Ifans,2
1930,59,Captain Stacy,5724,Denis Leary,3
1930,54,Uncle Ben,8349,Martin Sheen,4
1930,55,Aunt May,35,Sally Field,5
1930,60,Rajit Ratha,76793,Irrfan Khan,6
1930,62,Richard Parker,55152,Campbell Scott,7
1930,61,Mary Parker,6368,Embeth Davidtz,8
1930,63,Flash Thompson,231547,Chris Zylka,9
1930,64,Peter Parker (Age 4),558928,Max Charles,10
1930,65,Jack's Father,2878,C. Thomas Howell,11
1930,66,Jack,1315833,Jake Keiffer,12
1930,67,Helen Stacy,156989,Kari Coleman,13
1930,69,School Librarian,7624,Stan Lee,15
1930,85,Missy Kallenback,59261,Hannah Marks,16
1930,86,Hot Girl,205976,Kelsey Chow,17
1930,87,Mr. Cramer,91658,Kevin McCorkle,18
1930,88,Miss Ritter,157146,Barbara Eve Harris,19
1930,89,Nicky's Girlfriend,96753,Danielle Burgio,20
1930,90,Store Clerk,1338023,Michael Barra,21
1930,91,Cash Register Thief,1111328,Leif Gantvoort,22
1930,92,Gordon,1232365,Andy Pessoa,23
1930,93,Physics Nerd,1338034,Andy Gladbach,24
1930,94,Physics Nerd,1338061,Ring Hendricks-Tellefsen,25
1930,95,Nicky,1338215,Tom Waite,26
1930,96,Car Thief,15318,Keith Campbell,27
1930,97,Car Thief Cop,66668,Steve DeCastro,28
1930,98,olice Officer,932116,James Chen,29
68726,2,Stacker Pentecost,17605,Idris Elba,0
68726,3,Raleigh Becket,56365,Charlie Hunnam,1
68726,4,Dr. Newton Geiszler,95101,Charlie Day,2
68726,6,Hannibal Chau,2372,Ron Perlman,3
68726,7,Gottlieb,39659,Burn Gorman,4
68726,8,Mako Mori,18054,Rinko Kikuchi,5
68726,9,Herc Hansen,94864,Max Martini,6
68726,10,Aleksis Kaidanovsky,112692,Robert Maillet,7
68726,11,Chuck Hansen,1038379,Robert Kazinsky,8
68726,12,Tommy T,118590,Larry Joe Campbell,9
68726,13,Miles,15376,Brad William Henke,10
68726,14,Ops Tendo Choi,5365,"Clifton Collins, Jr.",11
68726,15,Yancy Becket,142193,Diego Klattenhoff,12
68726,16,Wizened Man,10847,Santiago Segura,13
205601,13,Dido Elizabeth Belle,1216606,Gugu Mbatha-Raw,0
205601,5,Lord Mansfield,207,Tom Wilkinson,1
205601,2,Lady Ashford,8436,Miranda Richardson,2
205601,7,Elizabeth,190895,Sarah Gadon,3
205601,11,John Davinier,589650,Sam Reid,4
205601,12,Captain Sir John Lindsay,1247,Matthew Goode,5
205601,6,Lady Mansfield,1639,Emily Watson,6
205601,1,James Ashford,10993,Tom Felton,7
205601,3,Lady Mary Murray,1249,Penelope Wilton,8
205601,17,Oliver Ashford,1205278,James Norton,9
80518,1002,Alphonse Elric,83928,Rie Kugimiya,0
80518,1003,Roy Mustang,62318,Shinichiro Miki,1
80518,1004,Riza Hawkeye,23988,Fumiko Orikasa,2
80518,1005,Edward Elric,81243,Paku Romi,3
80518,1006,Julia Crichton,9711,Maaya Sakamoto,4
80518,1007,Winry Rockbell,589612,Megumi Takamoto,5
80518,1008,Alex Louis Armstrong,83930,Kenji Utsumi,6
227929,1,"",228015,Lília Cabral,0
227929,2,"",1262475,Pedro Nercessian,1
227929,3,"",144803,Fiuk,2
227929,4,"",583627,Carolina Dieckmann,3
227929,5,"",571469,Augusto Madeira,4
227929,6,"",112110,Stepan Nercessian,5
254473,1,Damien,8167,Paul Walker,0
254473,2,Lino,62439,David Belle,1
254473,3,Tremaine,150,RZA,2
254473,4,Yeti,112692,Robert Maillet,3
254473,5,George the Greek,54793,Carlo Rota,4
254473,6,Mayor's Assistant,1287272,Kalinka Petrie,5
254473,7,Mayor,7039,Bruce Ramsay,6
254473,8,Big Cecil,207881,Kwasi Songui,7
254473,9,Lola,113613,Catalina Denis,8
254473,10,Rayzah,231517,Ayisha Issa,9
254473,11,Peter,1063927,Jade Hassouné,10
205724,4,Brenda,109869,Kristen Schaal,0
205724,3,Lisa,222141,Megan Boone,1
205724,6,Storm,15111,Jean-Claude Van Damme,2
205724,2,Chris,11702,Adam Brody,3
205724,8,Ashley,1084848,Bianca Bree,4
205724,5,Phil,80595,Rob Huebel,5
205724,7,Troy,1053940,Aaron Takahashi,6
205724,9,Jared,59297,Eric Edelstein,7
205724,10,Dale,155946,Robert Peters,8
205724,13,"",352,Dennis Haysbert,9
205724,14,Troy,1053940,Aaron Takahashi,10
205724,15,Senior Naval Officer,76802,Brian Tester,11
138843,7,Ed Warren,17178,Patrick Wilson,0
138843,8,Lorraine Warren,21657,Vera Farmiga,1
138843,11,Carolyn Perron,3127,Lili Taylor,2
138843,9,Roger Perron,17402,Ron Livingston,3
138843,13,Nancy,63663,Hayley McFarland,4
138843,10,Cindy,851784,Mackenzie Foy,5
138843,12,Christine Perron,125025,Joey King,6
138843,14,Andrea Perron,553504,Shanley Caswell,7
138843,15,Drew Thomas,979807,Shannon Kook-Chun,8
138843,16,April,1186839,Kyla Deaver,9
138843,17,Judy Warren,1186840,Sterling Jerins,10
138843,19,Georgiana,196899,Marion Guyot,12
138843,20,Debbie,1186841,Morganna Bridgers,13
138843,21,Camilla,1186842,Amy Tipton,14
138843,30,Brad,222906,John Brotherton,15
1267,4,Cornelius Robinson (voice),15112,Tom Selleck,0
1267,5,Lucille Krunklehorn (voice),12133,Laurie Metcalf,1
1267,6,Mildred (voice),9780,Angela Bassett,2
1267,7,Franny (voice),16845,Nicole Sullivan,3
1267,8,Carl (voice),16846,Harland Williams,4
1267,9,Lewis (voice),155988,Daniel Hansen,5
1267,10,Lewis (voice),1290,Jordan Fry,6
1267,11,Michael 'Goob' Yagoobian (voice),61428,Matthew Josten,7
1267,12,Mr. Harrington (voice),1077827,John H. H. Ford,8
1267,13,Mrs. Harrington / Receptionist (voice),1077828,Dara McGarry,9
1267,14,Mr. Willerstein (voice),78798,Tom Kenny,10
1267,15,Coach / Gaston (voice),227439,Don Hall,11
1267,16,Stanley (voice),33706,Paul Butcher,12
1267,17,Lizzy (voice),963233,Tracey Miller-Zarneke,13
1267,18,Wilbur (voice),124665,Wesley Singerman,14
1267,19,Young Franny (voice),61304,Jessie Flower,15
1267,20,Bowler Hat Guy / Grandpa Bud / Tallulah (voice),16842,Stephen J. Anderson,16
1267,21,Doris / CEO / Spike / Dmitri / Laszlo / Fritz / Petunia (voice),166654,Ethan Sandler,17
1267,22,Lefty (voice),121830,Nathan Greno,18
1267,23,Aunt Billie (voice),1077829,Kelly Hoover,19
1267,24,Uncle Art (voice),26847,Adam West,20
1267,25,Frankie (voice),963235,Aurian Redson,21
1267,26,T-Rex (voice),1077830,Joseph Mateo,22
1267,27,Reporter (voice),61425,Joe Whyte,23
209249,4,Kate,7056,Emma Thompson,0
209249,3,Richard,517,Pierce Brosnan,1
209249,7,Sophie,89822,Tuppence Middleton,2
209249,6,Jerry,9191,Timothy Spall,3
209249,11,Penelope,9139,Celia Imrie,4
209249,5,"",78216,Louise Bourgoin,5
209249,10,Catherine,31071,Marisa Berenson,6
209249,8,Vincent Kruger,93532,Laurent Lafitte,7
209249,9,Tim,584338,Tom Morton,8
152760,7,James Granger,1892,Matt Damon,0
152760,8,Claire Simone,112,Cate Blanchett,1
152760,9,Frank Stokes,1461,George Clooney,2
152760,10,Richard Campbell,1532,Bill Murray,3
152760,11,Walter Garfield,1230,John Goodman,4
152760,12,Donald Jeffries,19923,Hugh Bonneville,5
152760,13,Jean Claude Clermont,56024,Jean Dujardin,6
152760,14,Preston Savitz,12438,Bob Balaban,7
152760,20,Colonel Wegner,1050916,Holger Handtke,8
152760,21,Sam Epstein,89821,Dimitri Leonidas,9
152760,25,Viktor Stahl,5646,Justus von Dohnányi,10
152760,24,Commander Elya,84197,Zahary Baharov,11
152760,31,Colonel Langton,563559,Sam Hazeldine,12
152760,32,Captain Harpen,1330044,Diarmaid Murtagh,13
152760,33,Rene Armand,54274,Serge Hazanavicius,14
152760,34,Hermann Goering,48392,Udo Kroschwald,15
152760,35,Doctor,31511,Grant Heslov,16
152760,45,Dentist,38486,Michael Brandner,17
152760,46,Emile,2949,Alexandre Desplat,18
152760,47,Aachen Vicar,235807,Luc Feit,19
152760,48,Stahl's Wife,6087,Claudia Geisler,20
15071,1,James Dial,10814,Wesley Snipes,0
15071,2,Emily Day,23775,Eliza Bennett,1
15071,3,DI Annette Ballard,17286,Lena Headey,2
15071,7,Jeremy Collins,53916,Ralph Brown,3
15071,8,DCS Andrew Windsor,4391,Charles Dance,4
15071,9,Mrs. Day,9138,Gemma Jones,5
15071,10,Cramston,30437,Iain Robertson,6
15071,11,Terry Winchell,176175,Richard Harrington,7
15071,12,Purcell,146784,Ryan McCluskey,8
15071,13,Sir Anthony,11282,John Standing,9
15071,14,King,559371,Stanimir Stamatov,10
15071,15,Harris,1279604,Miroslav Emilov,11
15071,16,Beloit,22018,Velizar Binev,12
15071,17,Ali Mahmud Jahar,94702,Nikolai Sotirov,13
15071,18,Newscaster,1297405,Peter Kerry Morgan,14
76649,3,Milo,239019,Kit Harington,0
76649,6,Aurelia,530,Carrie-Anne Moss,1
76649,2,Cassia,70456,Emily Browning,2
76649,7,Atticus,31164,Adewale Akinnuoye-Agbaje,3
76649,17,Ariadne,51989,Jessica Lucas,4
76649,5,Lucretius,15440,Jared Harris,5
76649,14,Gracecus,86237,Joe Pingue,6
76649,4,Corvus,2628,Kiefer Sutherland,7
76649,15,Bellator,156590,Currie Graham,8
76649,12,The Weasel,1224669,Ron Kennell,9
76649,11,Milo's Mother,1294155,Rebecca Eady,10
76649,13,Proculus,6071,Sasha Roiz,11
76649,16,Boss Slaver,92234,Jean Frenette,12
240832,1,Lucy,1245,Scarlett Johansson,0
240832,2,Professor Norman,192,Morgan Freeman,1
240832,13,Caroline,124644,Analeigh Tipton,2
240832,11,Pierre Del Rio,2960,Amr Waked,3
240832,12,Mr. Jang,64880,Choi Min-sik,4
70706,2,Lilly Berger,501,Dakota Fanning,0
70706,5,Gerry,550843,Elizabeth Olsen,1
70706,12,David Avery,467645,Boyd Holbrook,2
70706,8,Kate,3416,Demi Moore,3
70706,11,Danny,3037,Richard Dreyfuss,4
70706,9,"",6913,Ellen Barkin,5
70706,4,"",133,Peter Sarsgaard,6
70706,10,"",9048,Clark Gregg,7
70706,13,"",934289,Kiernan Shipka,8
70706,14,Phoebe,928905,Clare Foley,9
285733,1,"",74358,Kelly Sheridan,1
285733,2,"",1240156,Katie Crown,2
285733,3,"",1350797,Nori,3
285733,4,"",1255071,Chanelle Peloso,4
285733,5,"",94481,Ashleigh Ball,5
268508,5,Professor Tralane,1317379,Stuart Rigby,1
268508,6,Maggie Tralane,1317380,Lauren Bronleewe,2
268508,7,Veronica Corbeck,126791,Bailey Gaddis,3
268508,8,Geri Grant,1317381,Sarah Schreiber,4
268508,9,Christine Day,1064041,Alena Savostikova,5
268508,10,Sara Winchester,1317382,Elizabeth Friedman,6
268508,11,Kelly Canaday,1317383,Jessie Paddock,7
268508,12,Mr. Madu,1317384,Iyad Hajjaj,8
